Tag,Class,Drawn_out_level,Successful_apps_at_DOL,Total_apps_at_DOL,Chance_at_DOL,Chance_with_First_choice,Animal,Sex,UnitCode,SeasonCode,Weapon,SeasonWeapon,DOL,Valid GMUs,Date Open,Date Close,Notes,RFW,PLO,NoApps
DF214W4R,L_R,N/A,NA,NA,NA,NA,D,F,214,W4,R,W4R,0,"3, 4, 214, 301, 441",NA,NA,,Yes,No,NA
DF301W1R,A_R,6 Pref Points,1,1,100.0%,100.0%,D,F,301,W1,R,W1R,6,301,NA,NA,Deakins Ranch,Yes,No,NA
DF301W1R,A_NR,No Apps,NA,NA,NA,NA,D,F,301,W1,R,W1R,0,301,NA,NA,Deakins Ranch,Yes,No,Yes
DF301W1R,Y_R,None Drawn,NA,NA,NA,NA,D,F,301,W1,R,W1R,0,301,NA,NA,Deakins Ranch,Yes,No,Yes
DF301W1R,Y_NR,No Apps,NA,NA,NA,NA,D,F,301,W1,R,W1R,0,301,NA,NA,Deakins Ranch,Yes,No,Yes
DF301W1R,L_U,N/A,NA,NA,NA,NA,D,F,301,W1,R,W1R,0,301,NA,NA,Deakins Ranch,Yes,No,NA
DF301W1R,L_R,N/A,NA,NA,NA,NA,D,F,301,W1,R,W1R,0,301,NA,NA,Deakins Ranch,Yes,No,NA
DF301W2R,A_R,4 Pref Points,1,1,100.0%,100.0%,D,F,301,W2,R,W2R,4,"3, 302",NA,NA,,Yes,No,NA
DF301W2R,A_NR,No Apps,NA,NA,NA,NA,D,F,301,W2,R,W2R,0,"3, 302",NA,NA,,Yes,No,Yes
DF301W2R,Y_R,No Apps,NA,NA,NA,NA,D,F,301,W2,R,W2R,0,"3, 302",NA,NA,,Yes,No,Yes
DF301W2R,Y_NR,No Apps,NA,NA,NA,NA,D,F,301,W2,R,W2R,0,"3, 302",NA,NA,,Yes,No,Yes
DF301W2R,L_U,N/A,NA,NA,NA,NA,D,F,301,W2,R,W2R,0,"3, 302",NA,NA,,Yes,No,NA
DF301W2R,L_R,N/A,NA,NA,NA,NA,D,F,301,W2,R,W2R,0,"3, 302",NA,NA,,Yes,No,NA
DF301W3R,A_R,3 Pref Points,1,1,100.0%,100.0%,D,F,301,W3,R,W3R,3,301,NA,NA,Deakins Ranch,Yes,No,NA
DF301W3R,A_NR,No Apps,NA,NA,NA,NA,D,F,301,W3,R,W3R,0,301,NA,NA,Deakins Ranch,Yes,No,Yes
DF301W3R,Y_R,None Drawn,NA,NA,NA,NA,D,F,301,W3,R,W3R,0,301,NA,NA,Deakins Ranch,Yes,No,Yes
DF301W3R,Y_NR,No Apps,NA,NA,NA,NA,D,F,301,W3,R,W3R,0,301,NA,NA,Deakins Ranch,Yes,No,Yes
DF301W3R,L_U,N/A,NA,NA,NA,NA,D,F,301,W3,R,W3R,0,301,NA,NA,Deakins Ranch,Yes,No,NA
DF301W3R,L_R,N/A,NA,NA,NA,NA,D,F,301,W3,R,W3R,0,301,NA,NA,Deakins Ranch,Yes,No,NA
DF391O1M,A_R,Leftover,NA,NA,100.0%,100.0%,D,F,391,O1,M,O1M,0,"391, 461",NA,NA,,No,No,NA
DF391O1M,A_NR,Leftover,NA,NA,100.0%,100.0%,D,F,391,O1,M,O1M,0,"391, 461",NA,NA,,No,No,NA
DF391O1M,Y_R,Leftover,NA,NA,100.0%,100.0%,D,F,391,O1,M,O1M,0,"391, 461",NA,NA,,No,No,NA
DF391O1M,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,F,391,O1,M,O1M,0,"391, 461",NA,NA,,No,No,NA
DF391O1M,L_U,No Apps,NA,NA,NA,NA,D,F,391,O1,M,O1M,0,"391, 461",NA,NA,,No,No,Yes
DF391O1M,L_R,No Apps,NA,NA,NA,NA,D,F,391,O1,M,O1M,0,"391, 461",NA,NA,,No,No,Yes
DF391P5R,A_R,Leftover,NA,NA,100.0%,100.0%,D,F,391,P5,R,P5R,0,"391, 461",NA,NA,,No,Yes,NA
DF391P5R,A_NR,Leftover,NA,NA,100.0%,100.0%,D,F,391,P5,R,P5R,0,"391, 461",NA,NA,,No,Yes,NA
DF391P5R,Y_R,Leftover,NA,NA,100.0%,100.0%,D,F,391,P5,R,P5R,0,"391, 461",NA,NA,,No,Yes,NA
DF391P5R,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,F,391,P5,R,P5R,0,"391, 461",NA,NA,,No,Yes,NA
DF391P5R,L_U,Leftover Choice 1,2,2,100.0%,100.0%,D,F,391,P5,R,P5R,0,"391, 461",NA,NA,,No,Yes,NA
DF391P5R,L_R,None Drawn,NA,NA,NA,NA,D,F,391,P5,R,P5R,0,"391, 461",NA,NA,,No,Yes,Yes
DF411P5R,A_R,Leftover,NA,NA,100.0%,100.0%,D,F,411,P5,R,P5R,0,411,NA,NA,,No,Yes,NA
DF411P5R,A_NR,Leftover,NA,NA,100.0%,100.0%,D,F,411,P5,R,P5R,0,411,NA,NA,,No,Yes,NA
DF411P5R,Y_R,Leftover,NA,NA,100.0%,100.0%,D,F,411,P5,R,P5R,0,411,NA,NA,,No,Yes,NA
DF411P5R,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,F,411,P5,R,P5R,0,411,NA,NA,,No,Yes,NA
DF411P5R,L_U,No Apps,NA,NA,NA,NA,D,F,411,P5,R,P5R,0,411,NA,NA,,No,Yes,Yes
DF411P5R,L_R,No Apps,NA,NA,NA,NA,D,F,411,P5,R,P5R,0,411,NA,NA,,No,Yes,Yes
DF441W1R,A_R,4 Pref Points,1,3,33.0%,33.0%,D,F,441,W1,R,W1R,4,"3, 4, 214, 301, 441",NA,NA,Agner Mountain Ranch,Yes,No,NA
DF441W1R,A_NR,No Apps,NA,NA,NA,NA,D,F,441,W1,R,W1R,0,"3, 4, 214, 301, 441",NA,NA,Agner Mountain Ranch,Yes,No,Yes
DF441W1R,Y_R,No Apps,NA,NA,NA,NA,D,F,441,W1,R,W1R,0,"3, 4, 214, 301, 441",NA,NA,Agner Mountain Ranch,Yes,No,Yes
DF441W1R,Y_NR,No Apps,NA,NA,NA,NA,D,F,441,W1,R,W1R,0,"3, 4, 214, 301, 441",NA,NA,Agner Mountain Ranch,Yes,No,Yes
DF441W1R,L_U,N/A,NA,NA,NA,NA,D,F,441,W1,R,W1R,0,"3, 4, 214, 301, 441",NA,NA,Agner Mountain Ranch,Yes,No,NA
DF441W1R,L_R,N/A,NA,NA,NA,NA,D,F,441,W1,R,W1R,0,"3, 4, 214, 301, 441",NA,NA,Agner Mountain Ranch,Yes,No,NA
DF444O1M,A_R,Choice 2,5,16,31.0%,31.0%,D,F,444,O1,M,O1M,0,444,NA,NA,,No,No,NA
DF444O1M,A_NR,None Drawn,NA,NA,NA,NA,D,F,444,O1,M,O1M,0,444,NA,NA,,No,No,Yes
DF444O1M,Y_R,0 Pref Points,1,1,100.0%,NA,D,F,444,O1,M,O1M,0,444,NA,NA,,No,No,NA
DF444O1M,Y_NR,No Apps,NA,NA,NA,100.0%,D,F,444,O1,M,O1M,0,444,NA,NA,,No,No,Yes
DF444O1M,L_U,No Apps,NA,NA,NA,NA,D,F,444,O1,M,O1M,0,444,NA,NA,,No,No,Yes
DF444O1M,L_R,No Apps,NA,NA,NA,NA,D,F,444,O1,M,O1M,0,444,NA,NA,,No,No,Yes
DF444O2R,A_R,1 Pref Points,4,13,31.0%,31.0%,D,F,444,O2,R,O2R,1,444,NA,NA,,No,No,NA
DF444O2R,A_NR,None Drawn,NA,NA,NA,NA,D,F,444,O2,R,O2R,0,444,NA,NA,,No,No,Yes
DF444O2R,Y_R,0 Pref Points,1,6,17.0%,100.0%,D,F,444,O2,R,O2R,0,444,NA,NA,,No,No,NA
DF444O2R,Y_NR,0 Pref Points,1,1,100.0%,17.0%,D,F,444,O2,R,O2R,0,444,NA,NA,,No,No,NA
DF444O2R,L_U,No Apps,NA,NA,NA,NA,D,F,444,O2,R,O2R,0,444,NA,NA,,No,No,Yes
DF444O2R,L_R,No Apps,NA,NA,NA,NA,D,F,444,O2,R,O2R,0,444,NA,NA,,No,No,Yes
DF444O3R,A_R,0 Pref Points,1,8,12.0%,12.0%,D,F,444,O3,R,O3R,0,444,NA,NA,,No,No,NA
DF444O3R,A_NR,1 Pref Points,1,1,100.0%,100.0%,D,F,444,O3,R,O3R,1,444,NA,NA,,No,No,NA
DF444O3R,Y_R,0 Pref Points,1,1,100.0%,NA,D,F,444,O3,R,O3R,0,444,NA,NA,,No,No,NA
DF444O3R,Y_NR,No Apps,NA,NA,NA,100.0%,D,F,444,O3,R,O3R,0,444,NA,NA,,No,No,Yes
DF444O3R,L_U,No Apps,NA,NA,NA,NA,D,F,444,O3,R,O3R,0,444,NA,NA,,No,No,Yes
DF444O3R,L_R,No Apps,NA,NA,NA,NA,D,F,444,O3,R,O3R,0,444,NA,NA,,No,No,Yes
DF481P2R,A_R,Choice 2,8,20,40.0%,40.0%,D,F,481,P2,R,P2R,0,481,NA,NA,,No,Yes,NA
DF481P2R,A_NR,No Apps,NA,NA,NA,NA,D,F,481,P2,R,P2R,0,481,NA,NA,,No,Yes,Yes
DF481P2R,Y_R,Choice 2,2,4,50.0%,NA,D,F,481,P2,R,P2R,0,481,NA,NA,,No,Yes,NA
DF481P2R,Y_NR,No Apps,NA,NA,NA,50.0%,D,F,481,P2,R,P2R,0,481,NA,NA,,No,Yes,Yes
DF481P2R,L_U,Leftover Choice 1,1,1,100.0%,100.0%,D,F,481,P2,R,P2R,0,481,NA,NA,,No,Yes,NA
DF481P2R,L_R,Leftover Choice 2,1,1,100.0%,100.0%,D,F,481,P2,R,P2R,0,481,NA,NA,,No,Yes,NA
DF481P3R,A_R,Choice 4,4,6,67.0%,67.0%,D,F,481,P3,R,P3R,0,481,NA,NA,,No,Yes,NA
DF481P3R,A_NR,No Apps,NA,NA,NA,NA,D,F,481,P3,R,P3R,0,481,NA,NA,,No,Yes,Yes
DF481P3R,Y_R,Choice 4,2,4,50.0%,NA,D,F,481,P3,R,P3R,0,481,NA,NA,,No,Yes,NA
DF481P3R,Y_NR,No Apps,NA,NA,NA,50.0%,D,F,481,P3,R,P3R,0,481,NA,NA,,No,Yes,Yes
DF481P3R,L_U,Leftover Choice 2,1,1,100.0%,100.0%,D,F,481,P3,R,P3R,0,481,NA,NA,,No,Yes,NA
DF481P3R,L_R,None Drawn,NA,NA,NA,NA,D,F,481,P3,R,P3R,0,481,NA,NA,,No,Yes,Yes
DF481P5R,A_R,0 Pref Points,13,13,100.0%,100.0%,D,F,481,P5,R,P5R,0,481,NA,NA,,No,Yes,NA
DF481P5R,A_NR,No Apps,NA,NA,NA,NA,D,F,481,P5,R,P5R,0,481,NA,NA,,No,Yes,Yes
DF481P5R,Y_R,Choice 2,1,3,33.0%,NA,D,F,481,P5,R,P5R,0,481,NA,NA,,No,Yes,NA
DF481P5R,Y_NR,No Apps,NA,NA,NA,33.0%,D,F,481,P5,R,P5R,0,481,NA,NA,,No,Yes,Yes
DF481P5R,L_U,Leftover Choice 2,1,2,50.0%,50.0%,D,F,481,P5,R,P5R,0,481,NA,NA,,No,Yes,NA
DF481P5R,L_R,Leftover Choice 2,1,2,50.0%,50.0%,D,F,481,P5,R,P5R,0,481,NA,NA,,No,Yes,NA
DF501O1M,A_R,1 Pref Points,6,10,60.0%,60.0%,D,F,501,O1,M,O1M,1,501,NA,NA,,No,No,NA
DF501O1M,A_NR,None Drawn,NA,NA,NA,NA,D,F,501,O1,M,O1M,0,501,NA,NA,,No,No,Yes
DF501O1M,Y_R,0 Pref Points,2,5,40.0%,NA,D,F,501,O1,M,O1M,0,501,NA,NA,,No,No,NA
DF501O1M,Y_NR,No Apps,NA,NA,NA,40.0%,D,F,501,O1,M,O1M,0,501,NA,NA,,No,No,Yes
DF501O1M,L_U,Leftover Choice 1,1,1,100.0%,100.0%,D,F,501,O1,M,O1M,0,501,NA,NA,,No,No,NA
DF501O1M,L_R,None Drawn,NA,NA,NA,NA,D,F,501,O1,M,O1M,0,501,NA,NA,,No,No,Yes
DF501O2R,A_R,2 Pref Points,5,20,25.0%,25.0%,D,F,501,O2,R,O2R,2,501,NA,NA,,No,No,NA
DF501O2R,A_NR,None Drawn,NA,NA,NA,NA,D,F,501,O2,R,O2R,0,501,NA,NA,,No,No,Yes
DF501O2R,Y_R,1 Pref Points,1,8,12.0%,NA,D,F,501,O2,R,O2R,1,501,NA,NA,,No,No,NA
DF501O2R,Y_NR,No Apps,NA,NA,NA,12.0%,D,F,501,O2,R,O2R,0,501,NA,NA,,No,No,Yes
DF501O2R,L_U,0 Pref Points,1,1,100.0%,100.0%,D,F,501,O2,R,O2R,0,501,NA,NA,,No,No,NA
DF501O2R,L_R,Leftover Choice 1,1,1,100.0%,100.0%,D,F,501,O2,R,O2R,0,501,NA,NA,,No,No,NA
DF501O3R,A_R,2 Pref Points,7,17,41.0%,41.0%,D,F,501,O3,R,O3R,2,501,NA,NA,,No,No,NA
DF501O3R,A_NR,None Drawn,NA,NA,NA,NA,D,F,501,O3,R,O3R,0,501,NA,NA,,No,No,Yes
DF501O3R,Y_R,0 Pref Points,2,11,18.0%,NA,D,F,501,O3,R,O3R,0,501,NA,NA,,No,No,NA
DF501O3R,Y_NR,No Apps,NA,NA,NA,18.0%,D,F,501,O3,R,O3R,0,501,NA,NA,,No,No,Yes
DF501O3R,L_U,0 Pref Points,1,1,100.0%,100.0%,D,F,501,O3,R,O3R,0,501,NA,NA,,No,No,NA
DF501O3R,L_R,Leftover Choice 1,1,1,100.0%,100.0%,D,F,501,O3,R,O3R,0,501,NA,NA,,No,No,NA
DF511O2R,A_R,2 Pref Points,4,33,12.0%,12.0%,D,F,511,O2,R,O2R,2,511,NA,NA,,No,No,NA
DF511O2R,A_NR,None Drawn,NA,NA,NA,NA,D,F,511,O2,R,O2R,0,511,NA,NA,,No,No,Yes
DF511O2R,Y_R,2 Pref Points,3,4,75.0%,NA,D,F,511,O2,R,O2R,2,511,NA,NA,,No,No,NA
DF511O2R,Y_NR,None Drawn,NA,NA,NA,75.0%,D,F,511,O2,R,O2R,0,511,NA,NA,,No,No,Yes
DF511O2R,L_U,Leftover Choice 1,1,1,100.0%,100.0%,D,F,511,O2,R,O2R,0,511,NA,NA,,No,No,NA
DF511O2R,L_R,None Drawn,NA,NA,NA,NA,D,F,511,O2,R,O2R,0,511,NA,NA,,No,No,Yes
DF511O3R,A_R,1 Pref Points,4,23,17.0%,17.0%,D,F,511,O3,R,O3R,1,511,NA,NA,,No,No,NA
DF511O3R,A_NR,None Drawn,NA,NA,NA,NA,D,F,511,O3,R,O3R,0,511,NA,NA,,No,No,Yes
DF511O3R,Y_R,0 Pref Points,2,4,50.0%,NA,D,F,511,O3,R,O3R,0,511,NA,NA,,No,No,NA
DF511O3R,Y_NR,No Apps,NA,NA,NA,50.0%,D,F,511,O3,R,O3R,0,511,NA,NA,,No,No,Yes
DF511O3R,L_U,Leftover Choice 3,1,1,100.0%,100.0%,D,F,511,O3,R,O3R,0,511,NA,NA,,No,No,NA
DF511O3R,L_R,No Apps,NA,NA,NA,NA,D,F,511,O3,R,O3R,0,511,NA,NA,,No,No,Yes
DF511P2R,A_R,Choice 2,16,30,53.0%,53.0%,D,F,511,P2,R,P2R,0,511,NA,NA,,No,Yes,NA
DF511P2R,A_NR,Choice 2,1,1,100.0%,100.0%,D,F,511,P2,R,P2R,0,511,NA,NA,,No,Yes,NA
DF511P2R,Y_R,Choice 3,1,2,50.0%,NA,D,F,511,P2,R,P2R,0,511,NA,NA,,No,Yes,NA
DF511P2R,Y_NR,No Apps,NA,NA,NA,50.0%,D,F,511,P2,R,P2R,0,511,NA,NA,,No,Yes,Yes
DF511P2R,L_U,Leftover Choice 3,1,1,100.0%,100.0%,D,F,511,P2,R,P2R,0,511,NA,NA,,No,Yes,NA
DF511P2R,L_R,None Drawn,NA,NA,NA,NA,D,F,511,P2,R,P2R,0,511,NA,NA,,No,Yes,Yes
DF511P3R,A_R,Choice 4,3,13,23.0%,23.0%,D,F,511,P3,R,P3R,0,511,NA,NA,,No,Yes,NA
DF511P3R,A_NR,None Drawn,NA,NA,NA,NA,D,F,511,P3,R,P3R,0,511,NA,NA,,No,Yes,Yes
DF511P3R,Y_R,Choice 4,1,1,100.0%,NA,D,F,511,P3,R,P3R,0,511,NA,NA,,No,Yes,NA
DF511P3R,Y_NR,No Apps,NA,NA,NA,100.0%,D,F,511,P3,R,P3R,0,511,NA,NA,,No,Yes,Yes
DF511P3R,L_U,No Apps,NA,NA,NA,NA,D,F,511,P3,R,P3R,0,511,NA,NA,,No,Yes,Yes
DF511P3R,L_R,No Apps,NA,NA,NA,NA,D,F,511,P3,R,P3R,0,511,NA,NA,,No,Yes,Yes
DF512S1R,A_R,6 Pref Points,1,6,17.0%,17.0%,D,F,512,S1,R,S1R,6,512,NA,NA,,No,No,NA
DF512S1R,A_NR,No Apps,NA,NA,NA,NA,D,F,512,S1,R,S1R,0,512,NA,NA,,No,No,Yes
DF512S1R,Y_R,1 Pref Points,1,3,33.0%,NA,D,F,512,S1,R,S1R,1,512,NA,NA,,No,No,NA
DF512S1R,Y_NR,No Apps,NA,NA,NA,33.0%,D,F,512,S1,R,S1R,0,512,NA,NA,,No,No,Yes
DF512S1R,L_U,N/A,NA,NA,NA,NA,D,F,512,S1,R,S1R,0,512,NA,NA,,No,No,NA
DF512S1R,L_R,N/A,NA,NA,NA,NA,D,F,512,S1,R,S1R,0,512,NA,NA,,No,No,NA
DF551O1A,A_R,0 Pref Points,1,11,9.0%,9.0%,D,F,551,O1,A,O1A,0,551,45902,45930,,No,No,NA
DF551O1A,A_NR,0 Pref Points,1,1,100.0%,100.0%,D,F,551,O1,A,O1A,0,551,45902,45930,,No,No,NA
DF551O1A,Y_R,0 Pref Points,5,5,100.0%,NA,D,F,551,O1,A,O1A,0,551,45902,45930,,No,No,NA
DF551O1A,Y_NR,No Apps,NA,NA,NA,100.0%,D,F,551,O1,A,O1A,0,551,45902,45930,,No,No,Yes
DF551O1A,L_U,Leftover Choice 3,1,1,100.0%,100.0%,D,F,551,O1,A,O1A,0,551,45902,45930,,No,No,NA
DF551O1A,L_R,None Drawn,NA,NA,NA,NA,D,F,551,O1,A,O1A,0,551,45902,45930,,No,No,Yes
DF551O1M,A_R,0 Pref Points,2,11,18.0%,18.0%,D,F,551,O1,M,O1M,0,551,NA,NA,,No,No,NA
DF551O1M,A_NR,None Drawn,NA,NA,NA,NA,D,F,551,O1,M,O1M,0,551,NA,NA,,No,No,Yes
DF551O1M,Y_R,0 Pref Points,1,2,50.0%,NA,D,F,551,O1,M,O1M,0,551,NA,NA,,No,No,NA
DF551O1M,Y_NR,No Apps,NA,NA,NA,50.0%,D,F,551,O1,M,O1M,0,551,NA,NA,,No,No,Yes
DF551O1M,L_U,None Drawn,NA,NA,NA,NA,D,F,551,O1,M,O1M,0,551,NA,NA,,No,No,Yes
DF551O1M,L_R,None Drawn,NA,NA,NA,NA,D,F,551,O1,M,O1M,0,551,NA,NA,,No,No,Yes
DF551O1R,A_R,2 Pref Points,4,4,100.0%,100.0%,D,F,551,O1,R,O1R,2,551,NA,NA,,No,No,NA
DF551O1R,A_NR,2 Pref Points,2,2,100.0%,100.0%,D,F,551,O1,R,O1R,2,551,NA,NA,,No,No,NA
DF551O1R,Y_R,0 Pref Points,1,7,14.0%,NA,D,F,551,O1,R,O1R,0,551,NA,NA,,No,No,NA
DF551O1R,Y_NR,None Drawn,NA,NA,NA,14.0%,D,F,551,O1,R,O1R,0,551,NA,NA,,No,No,Yes
DF551O1R,L_U,Leftover Choice 2,1,1,100.0%,100.0%,D,F,551,O1,R,O1R,0,551,NA,NA,,No,No,NA
DF551O1R,L_R,None Drawn,NA,NA,NA,NA,D,F,551,O1,R,O1R,0,551,NA,NA,,No,No,Yes
DF551O2R,A_R,1 Pref Points,3,20,15.0%,15.0%,D,F,551,O2,R,O2R,1,551,NA,NA,,No,No,NA
DF551O2R,A_NR,3 Pref Points,1,1,100.0%,100.0%,D,F,551,O2,R,O2R,3,551,NA,NA,,No,No,NA
DF551O2R,Y_R,Choice 2,3,20,15.0%,20.0%,D,F,551,O2,R,O2R,0,551,NA,NA,,No,No,NA
DF551O2R,Y_NR,Choice 2,1,5,20.0%,15.0%,D,F,551,O2,R,O2R,0,551,NA,NA,,No,No,NA
DF551O2R,L_U,Leftover Choice 2,1,2,50.0%,50.0%,D,F,551,O2,R,O2R,0,551,NA,NA,,No,No,NA
DF551O2R,L_R,Leftover Choice 3,1,1,100.0%,100.0%,D,F,551,O2,R,O2R,0,551,NA,NA,,No,No,NA
DF551O3R,A_R,1 Pref Points,10,10,100.0%,100.0%,D,F,551,O3,R,O3R,1,551,NA,NA,,No,No,NA
DF551O3R,A_NR,2 Pref Points,1,1,100.0%,100.0%,D,F,551,O3,R,O3R,2,551,NA,NA,,No,No,NA
DF551O3R,Y_R,0 Pref Points,2,6,33.0%,NA,D,F,551,O3,R,O3R,0,551,NA,NA,,No,No,NA
DF551O3R,Y_NR,None Drawn,NA,NA,NA,33.0%,D,F,551,O3,R,O3R,0,551,NA,NA,,No,No,Yes
DF551O3R,L_U,Leftover Choice 1,1,1,100.0%,100.0%,D,F,551,O3,R,O3R,0,551,NA,NA,,No,No,NA
DF551O3R,L_R,Leftover Choice 3,1,1,100.0%,100.0%,D,F,551,O3,R,O3R,0,551,NA,NA,,No,No,NA
DF551P5R,A_R,Leftover,NA,NA,100.0%,100.0%,D,F,551,P5,R,P5R,0,551,NA,NA,,No,Yes,NA
DF551P5R,A_NR,Leftover,NA,NA,100.0%,100.0%,D,F,551,P5,R,P5R,0,551,NA,NA,,No,Yes,NA
DF551P5R,Y_R,Leftover,NA,NA,100.0%,100.0%,D,F,551,P5,R,P5R,0,551,NA,NA,,No,Yes,NA
DF551P5R,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,F,551,P5,R,P5R,0,551,NA,NA,,No,Yes,NA
DF551P5R,L_U,No Apps,NA,NA,NA,NA,D,F,551,P5,R,P5R,0,551,NA,NA,,No,Yes,Yes
DF551P5R,L_R,No Apps,NA,NA,NA,NA,D,F,551,P5,R,P5R,0,551,NA,NA,,No,Yes,Yes
DF591L1R,A_R,0 Pref Points,4,35,11.0%,11.0%,D,F,591,L1,R,L1R,0,591,NA,NA,,No,No,NA
DF591L1R,A_NR,None Drawn,NA,NA,NA,NA,D,F,591,L1,R,L1R,0,591,NA,NA,,No,No,Yes
DF591L1R,Y_R,Choice 4,1,2,50.0%,NA,D,F,591,L1,R,L1R,0,591,NA,NA,,No,No,NA
DF591L1R,Y_NR,No Apps,NA,NA,NA,50.0%,D,F,591,L1,R,L1R,0,591,NA,NA,,No,No,Yes
DF591L1R,L_U,N/A,NA,NA,NA,NA,D,F,591,L1,R,L1R,0,591,NA,NA,,No,No,NA
DF591L1R,L_R,N/A,NA,NA,NA,NA,D,F,591,L1,R,L1R,0,591,NA,NA,,No,No,NA
DF741O1M,A_R,Leftover,NA,NA,100.0%,100.0%,D,F,741,O1,M,O1M,0,741,NA,NA,,No,No,NA
DF741O1M,A_NR,Leftover,NA,NA,100.0%,100.0%,D,F,741,O1,M,O1M,0,741,NA,NA,,No,No,NA
DF741O1M,Y_R,Leftover,NA,NA,100.0%,100.0%,D,F,741,O1,M,O1M,0,741,NA,NA,,No,No,NA
DF741O1M,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,F,741,O1,M,O1M,0,741,NA,NA,,No,No,NA
DF741O1M,L_U,Leftover Choice 2,1,1,100.0%,100.0%,D,F,741,O1,M,O1M,0,741,NA,NA,,No,No,NA
DF741O1M,L_R,None Drawn,NA,NA,NA,NA,D,F,741,O1,M,O1M,0,741,NA,NA,,No,No,Yes
DF741P2R,A_R,Choice 4,3,4,75.0%,75.0%,D,F,741,P2,R,P2R,0,741,NA,NA,,No,Yes,NA
DF741P2R,A_NR,None Drawn,NA,NA,NA,NA,D,F,741,P2,R,P2R,0,741,NA,NA,,No,Yes,Yes
DF741P2R,Y_R,Choice 3,1,1,100.0%,33.0%,D,F,741,P2,R,P2R,0,741,NA,NA,,No,Yes,NA
DF741P2R,Y_NR,Choice 4,1,3,33.0%,100.0%,D,F,741,P2,R,P2R,0,741,NA,NA,,No,Yes,NA
DF741P2R,L_U,Choice 4,1,1,100.0%,100.0%,D,F,741,P2,R,P2R,0,741,NA,NA,,No,Yes,NA
DF741P2R,L_R,Leftover Choice 2,2,2,100.0%,100.0%,D,F,741,P2,R,P2R,0,741,NA,NA,,No,Yes,NA
DF741P3R,A_R,0 Pref Points,5,5,100.0%,100.0%,D,F,741,P3,R,P3R,0,741,NA,NA,,No,Yes,NA
DF741P3R,A_NR,0 Pref Points,1,1,100.0%,100.0%,D,F,741,P3,R,P3R,0,741,NA,NA,,No,Yes,NA
DF741P3R,Y_R,0 Pref Points,1,1,100.0%,NA,D,F,741,P3,R,P3R,0,741,NA,NA,,No,Yes,NA
DF741P3R,Y_NR,No Apps,NA,NA,NA,100.0%,D,F,741,P3,R,P3R,0,741,NA,NA,,No,Yes,Yes
DF741P3R,L_U,Choice 2,1,6,17.0%,17.0%,D,F,741,P3,R,P3R,0,741,NA,NA,,No,Yes,NA
DF741P3R,L_R,Choice 2,1,6,17.0%,17.0%,D,F,741,P3,R,P3R,0,741,NA,NA,,No,Yes,NA
DF741P4R,A_R,0 Pref Points,4,4,100.0%,100.0%,D,F,741,P4,R,P4R,0,741,NA,NA,,No,Yes,NA
DF741P4R,A_NR,None Drawn,NA,NA,NA,NA,D,F,741,P4,R,P4R,0,741,NA,NA,,No,Yes,Yes
DF741P4R,Y_R,None Drawn,NA,NA,NA,NA,D,F,741,P4,R,P4R,0,741,NA,NA,,No,Yes,Yes
DF741P4R,Y_NR,None Drawn,NA,NA,NA,NA,D,F,741,P4,R,P4R,0,741,NA,NA,,No,Yes,Yes
DF741P4R,L_U,2 Pref Points,1,1,100.0%,100.0%,D,F,741,P4,R,P4R,2,741,NA,NA,,No,Yes,NA
DF741P4R,L_R,0 Pref Points,1,1,100.0%,100.0%,D,F,741,P4,R,P4R,0,741,NA,NA,,No,Yes,NA
DF791P5R,A_R,Choice 2,9,13,69.0%,69.0%,D,F,791,P5,R,P5R,0,791,NA,NA,,No,Yes,NA
DF791P5R,A_NR,Choice 2,1,1,100.0%,100.0%,D,F,791,P5,R,P5R,0,791,NA,NA,,No,Yes,NA
DF791P5R,Y_R,Choice 2,2,4,50.0%,100.0%,D,F,791,P5,R,P5R,0,791,NA,NA,,No,Yes,NA
DF791P5R,Y_NR,Choice 2,2,2,100.0%,50.0%,D,F,791,P5,R,P5R,0,791,NA,NA,,No,Yes,NA
DF791P5R,L_U,Choice 2,1,1,100.0%,100.0%,D,F,791,P5,R,P5R,0,791,NA,NA,,No,Yes,NA
DF791P5R,L_R,Leftover Choice 1,1,3,33.0%,33.0%,D,F,791,P5,R,P5R,0,791,NA,NA,,No,Yes,NA
DF951L1R,A_R,Leftover,NA,NA,100.0%,100.0%,D,F,951,L1,R,L1R,0,951,NA,NA,,No,No,NA
DF951L1R,A_NR,Leftover,NA,NA,100.0%,100.0%,D,F,951,L1,R,L1R,0,951,NA,NA,,No,No,NA
DF951L1R,Y_R,Leftover,NA,NA,100.0%,100.0%,D,F,951,L1,R,L1R,0,951,NA,NA,,No,No,NA
DF951L1R,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,F,951,L1,R,L1R,0,951,NA,NA,,No,No,NA
DF951L1R,L_U,Choice 2,1,25,4.0%,4.0%,D,F,951,L1,R,L1R,0,951,NA,NA,,No,No,NA
DF951L1R,L_R,Leftover Choice 2,1,4,25.0%,25.0%,D,F,951,L1,R,L1R,0,951,NA,NA,,No,No,NA
